"","QB","posteam","week","air_yards","down","ydstogo","complete_pass","touchdown","interception","yards_gained","wp","epa","cpoe","game_seconds_remaining","half_seconds_remaining","Label","Label2","yd_10_segments"
"8579","J.Garoppolo","SF",9,25,2,5,0,0,0,0,0.0116945682093501,-0.460038708406501,-40.4165953397751,195,195,"Average Play","Incompletion","20yd to 30yd"
"8580","J.Garoppolo","SF",9,14,3,5,0,0,1,0,0.0124832317233086,-2.53632851172006,-54.0484249591827,190,190,"Bad Play","Interception","10yd to 20yd"
"8581","J.Garoppolo","SF",9,2,1,10,1,0,0,3,0.00202958798035979,-0.23523221234791,18.2373583316803,71,71,"Average Play","Completion","LOS to 10yd"
"8582","J.Garoppolo","SF",9,-7,2,7,0,0,0,0,0.0013779477449134,-0.181833398819435,-84.1964900493622,53,53,"Average Play","Incompletion","Behind LOS"
"8583","J.Garoppolo","SF",9,6,3,7,1,0,0,7,0.00111756648402661,0.280076042865403,31.2248408794403,50,50,"Good Play","Completion","LOS to 10yd"
"8584","J.Garoppolo","SF",9,4,1,10,1,0,0,5,0.00169122335501015,-0.0963221217971295,19.0052568912506,32,32,"Average Play","Completion","LOS to 10yd"
"8585","M.Ryan","ATL",9,22,1,10,0,0,0,0,0.433207958936691,-0.731849380768836,-51.8953502178192,3600,1800,"Bad Play","Incompletion","20yd to 30yd"
"8586","M.Ryan","ATL",9,25,3,9,1,0,0,34,0.389927685260773,3.76570036355406,61.3004803657532,3559,1759,"Good Play","Completion","20yd to 30yd"
"8587","M.Ryan","ATL",9,3,3,16,1,0,0,7,0.418374687433243,-0.981674022739753,17.7653551101685,3440,1640,"Bad Play","Completion","LOS to 10yd"
"8588","T.Siemian","NO",9,-4,1,10,1,0,0,-1,0.640445172786713,-0.762646191753447,10.1211786270142,3248,1448,"Bad Play","Completion","Behind LOS"
"8589","T.Siemian","NO",9,10,2,11,0,0,0,0,0.624203741550446,-0.921871447004378,-69.5087254047394,3207,1407,"Bad Play","Incompletion","10yd to 20yd"
"8590","T.Siemian","NO",9,31,3,11,0,0,0,0,0.593380033969879,-1.32921767933294,-29.4848948717117,3203,1403,"Bad Play","Incompletion","30yd to 40yd"
"8591","M.Ryan","ATL",9,18,1,10,1,0,0,39,0.431376695632935,2.74298721621744,53.4734338521957,3191,1391,"Good Play","Completion","10yd to 20yd"
"8592","M.Ryan","ATL",9,7,3,4,1,0,0,13,0.503178596496582,1.70855202921666,32.8521847724915,3093,1293,"Good Play","Completion","LOS to 10yd"
"8593","M.Ryan","ATL",9,6,2,10,1,0,0,6,0.553864121437073,0.060663779033348,19.5689260959625,3012,1212,"Average Play","Completion","LOS to 10yd"
"8594","M.Ryan","ATL",9,7,3,4,0,0,0,0,0.551148653030396,-1.41858532662767,-67.024564743042,2974,1174,"Bad Play","Incompletion","LOS to 10yd"
"8595","T.Siemian","NO",9,8,3,4,1,0,0,9,0.575513899326324,1.56580528989434,34.6885800361633,2775,975,"Good Play","Completion","LOS to 10yd"
"8596","T.Siemian","NO",9,18,1,25,0,0,0,0,0.579241752624512,-0.640375839080662,-58.9326202869415,2700,900,"Bad Play","Incompletion","10yd to 20yd"
"8597","T.Siemian","NO",9,-3,3,29,1,0,0,2,0.495918363332748,-0.663977559190243,7.89757370948792,2657,857,"Bad Play","Completion","Behind LOS"
"8598","M.Ryan","ATL",9,-4,3,6,1,0,0,0,0.542157828807831,-1.37667597876862,13.2811427116394,2534,734,"Bad Play","Completion","Behind LOS"
"8599","T.Siemian","NO",9,17,2,7,1,0,0,19,0.509340703487396,1.44161956617609,37.4107956886292,2451,651,"Good Play","Completion","10yd to 20yd"
"8600","T.Siemian","NO",9,17,3,3,0,0,0,0,0.578287303447723,-1.47811583988369,-51.6689777374268,2334,534,"Bad Play","Incompletion","10yd to 20yd"
"8601","T.Siemian","NO",9,6,4,3,0,0,0,0,0.530367434024811,-3.33815917582251,-74.9057054519653,2328,528,"Bad Play","Incompletion","LOS to 10yd"
"8602","M.Ryan","ATL",9,0,1,10,0,0,0,0,0.582468509674072,-0.503636359469965,-40.5878841876984,2324,524,"Average Play","Incompletion","LOS to 10yd"
"8603","M.Ryan","ATL",9,5,3,9,1,0,0,8,0.545144319534302,-0.500713654793799,21.9241976737976,2277,477,"Average Play","Completion","LOS to 10yd"
"8604","T.Siemian","NO",9,3,2,17,1,0,0,5,0.511653363704681,-0.49779436015524,38.0309462547302,2199,399,"Average Play","Completion","LOS to 10yd"
"8605","T.Siemian","NO",9,0,3,12,0,0,0,0,0.493581205606461,-1.26220476650633,NA,2155,355,"Bad Play","Incompletion","LOS to 10yd"
"8606","M.Ryan","ATL",9,6,2,7,1,0,0,7,0.526581943035126,0.90617737127468,22.2167909145355,2097,297,"Good Play","Completion","LOS to 10yd"
"8607","M.Ryan","ATL",9,2,2,6,1,0,0,5,0.547490894794464,0.41009616991505,40.2935028076172,2025,225,"Good Play","Completion","LOS to 10yd"
"8608","M.Ryan","ATL",9,0,2,5,0,0,0,0,0.572824537754059,-0.605400736676529,-39.8748219013214,1920,120,"Bad Play","Incompletion","LOS to 10yd"
"8609","M.Ryan","ATL",9,13,3,5,1,0,0,16,0.560806572437286,1.95769956771983,40.5250370502472,1915,115,"Good Play","Completion","10yd to 20yd"
"8610","M.Ryan","ATL",9,5,2,9,1,0,0,7,0.610470592975616,0.0521598706836812,18.4267282485962,1861,61,"Average Play","Completion","LOS to 10yd"
"8611","M.Ryan","ATL",9,11,3,2,1,0,0,20,0.634705424308777,1.59546713985037,29.3362259864807,1829,29,"Good Play","Completion","10yd to 20yd"
"8612","M.Ryan","ATL",9,7,1,10,1,0,0,7,0.673292696475983,0.137275286775548,27.3400664329529,1823,23,"Average Play","Completion","LOS to 10yd"
"8613","M.Ryan","ATL",9,5,2,3,1,0,0,6,0.682338774204254,0.779383485089056,29.0928721427917,1819,19,"Good Play","Completion","LOS to 10yd"
"8614","M.Ryan","ATL",9,3,1,3,0,0,0,0,0.715283691883087,-0.32803803961724,-49.2002844810486,1811,11,"Average Play","Incompletion","LOS to 10yd"
"8615","M.Ryan","ATL",9,3,2,3,1,1,0,3,0.705993592739105,2.48241006379249,50.7361680269241,1809,9,"Good Play","Touchdown","LOS to 10yd"
"8616","T.Siemian","NO",9,2,1,10,1,0,0,14,0.227026522159576,1.05327024776489,15.4197812080383,1793,1793,"Good Play","Completion","LOS to 10yd"
"8617","T.Siemian","NO",9,7,3,3,1,0,0,7,0.253063976764679,1.27386359358206,31.5696895122528,1668,1668,"Good Play","Completion","LOS to 10yd"
"8618","T.Siemian","NO",9,9,1,10,0,0,0,0,0.262131184339523,-0.542242457391694,-73.4434545040131,1633,1633,"Average Play","Incompletion","LOS to 10yd"
"8619","T.Siemian","NO",9,3,2,10,1,0,0,19,0.241401121020317,1.6666655712761,18.0378198623657,1626,1626,"Good Play","Completion","LOS to 10yd"
"8620","T.Siemian","NO",9,-5,2,11,1,0,0,11,0.280484735965729,1.47684759087861,11.2890064716339,1551,1551,"Good Play","Completion","Behind LOS"
"8621","T.Siemian","NO",9,17,2,7,0,0,0,0,0.304574847221375,-0.755461243563332,-38.8016879558563,1490,1490,"Bad Play","Incompletion","10yd to 20yd"
"8622","T.Siemian","NO",9,17,3,7,0,0,0,0,0.276855379343033,-1.42471963108445,-35.5393767356873,1485,1485,"Bad Play","Incompletion","10yd to 20yd"
"8623","M.Ryan","ATL",9,8,1,10,1,0,0,12,0.725689947605133,0.788395221810788,40.5800342559814,1470,1470,"Good Play","Completion","LOS to 10yd"
"8624","M.Ryan","ATL",9,34,2,8,1,0,0,49,0.769267201423645,3.9955625848379,63.8870656490326,1391,1391,"Good Play","Completion","30yd to 40yd"
"8625","M.Ryan","ATL",9,5,2,9,1,0,0,16,0.860368669033051,2.02208966354374,22.2444951534271,1298,1298,"Good Play","Completion","LOS to 10yd"
"8626","T.Siemian","NO",9,5,2,16,1,0,0,20,0.0638948082923889,2.36516511393711,18.6741054058075,1142,1142,"Good Play","Completion","LOS to 10yd"
"8627","T.Siemian","NO",9,2,1,10,1,0,0,4,0.103422813117504,-0.117356598610058,38.3973181247711,1101,1101,"Average Play","Completion","LOS to 10yd"
"8628","T.Siemian","NO",9,0,2,16,0,0,0,0,0.0767415165901184,-0.885117003228515,-78.3851206302643,1040,1040,"Bad Play","Incompletion","LOS to 10yd"
"8629","T.Siemian","NO",9,14,3,16,1,0,0,15,0.068619079887867,0.359656787011772,42.8388953208923,1035,1035,"Good Play","Completion","10yd to 20yd"
"8630","T.Siemian","NO",9,-1,1,10,1,0,0,15,0.100602507591248,0.818315414711833,10.9495997428894,972,972,"Good Play","Completion","Behind LOS"
"8631","T.Siemian","NO",9,29,2,8,0,0,0,0,0.0994695872068405,-0.741135831456631,-35.6447786092758,902,902,"Bad Play","Incompletion","20yd to 30yd"
"8632","T.Siemian","NO",9,23,3,8,0,0,0,0,0.08611960709095,-1.16805893859044,-40.0696367025375,900,900,"Bad Play","Incompletion","20yd to 30yd"
"8633","M.Ryan","ATL",9,4,1,10,1,0,0,13,0.917011260986328,0.948027044767514,16.5766954421997,883,883,"Good Play","Completion","LOS to 10yd"
"8634","M.Ryan","ATL",9,24,2,7,0,0,0,0,0.923324108123779,-0.834542507771403,-45.5713599920273,805,805,"Bad Play","Incompletion","20yd to 30yd"
"8635","M.Ryan","ATL",9,13,3,7,0,0,0,0,0.916012406349182,-1.44875234062783,-59.020072221756,800,800,"Bad Play","Incompletion","10yd to 20yd"
"8636","T.Siemian","NO",9,-7,1,10,1,0,0,-1,0.122499771416187,-0.828514398541301,12.9293203353882,784,784,"Bad Play","Completion","Behind LOS"
"8637","T.Hill","NO",9,14,2,11,1,0,0,14,0.0994637906551361,1.58409297210164,33.5816025733948,741,741,"Good Play","Completion","10yd to 20yd"
"8638","T.Hill","NO",9,19,1,10,1,0,0,19,0.133125200867653,1.01187378354371,38.6184692382812,700,700,"Good Play","Completion","10yd to 20yd"
"8639","M.Ryan","ATL",9,6,1,6,1,1,0,6,0.960400640964508,1.34024729201337,67.8516268730164,646,646,"Good Play","Touchdown","LOS to 10yd"
"8640","T.Siemian","NO",9,3,1,10,1,0,0,9,0.0204584952443838,0.783478323370218,17.6717221736908,634,634,"Good Play","Completion","LOS to 10yd"
"8641","T.Siemian","NO",9,6,2,1,1,0,0,7,0.0231102090328932,0.149279230041429,19.9650049209595,609,609,"Average Play","Completion","LOS to 10yd"
"8642","T.Siemian","NO",9,5,1,10,1,0,0,6,0.0202340390533209,0.179668343160301,19.9055075645447,586,586,"Average Play","Completion","LOS to 10yd"
"8643","T.Siemian","NO",9,5,2,4,1,0,0,5,0.0230466779321432,0.45226399670355,22.0038175582886,568,568,"Good Play","Completion","LOS to 10yd"
"8644","T.Siemian","NO",9,3,1,10,0,0,0,0,0.021597346290946,-0.508427558233961,-81.2408626079559,549,549,"Average Play","Incompletion","LOS to 10yd"
"8645","T.Siemian","NO",9,9,2,10,1,0,0,9,0.0192057117819786,0.576413607690483,40.579628944397,542,542,"Good Play","Completion","LOS to 10yd"
"8646","T.Siemian","NO",9,25,3,1,1,0,0,25,0.0145334275439382,2.21657146688085,51.1884361505508,518,518,"Good Play","Completion","20yd to 30yd"
"8647","T.Siemian","NO",9,5,1,5,1,1,0,5,0.0216547455638647,1.19795411627274,52.1506130695343,482,482,"Good Play","Touchdown","LOS to 10yd"
"8648","M.Ryan","ATL",9,-9,2,14,1,0,0,-4,0.955856502056122,-1.12862613378093,22.2332179546356,429,429,"Bad Play","Completion","Behind LOS"
"8649","M.Ryan","ATL",9,5,3,18,1,0,0,9,0.950592935085297,-0.170073374174535,18.0040419101715,381,381,"Average Play","Completion","LOS to 10yd"
"8650","T.Siemian","NO",9,-5,1,10,0,0,0,0,0.112010858952999,-0.422127463738434,-88.4780168533325,321,321,"Average Play","Incompletion","Behind LOS"
"8651","T.Siemian","NO",9,-8,2,10,0,0,0,0,0.100636899471283,-0.612871894729324,-78.5202324390411,315,315,"Bad Play","Incompletion","Behind LOS"
"8652","T.Siemian","NO",9,2,1,10,1,0,0,7,0.117556273937225,0.408974547928665,18.2688891887665,292,292,"Good Play","Completion","LOS to 10yd"
"8653","T.Siemian","NO",9,0,1,2,0,0,0,0,0.133013144135475,-0.351492261514068,-58.5686147212982,282,282,"Average Play","Incompletion","LOS to 10yd"
"8654","T.Siemian","NO",9,19,1,10,1,0,0,22,0.332782685756683,1.48932081065141,40.7591938972473,166,166,"Good Play","Completion","10yd to 20yd"
"8655","T.Siemian","NO",9,4,2,8,1,0,0,8,0.454076379537582,0.962815099279396,20.4257249832153,120,120,"Good Play","Completion","LOS to 10yd"
"8656","T.Siemian","NO",9,7,2,7,1,1,0,8,0.546627938747406,2.20951698877616,51.2020707130432,66,66,"Good Play","Touchdown","LOS to 10yd"
"8657","M.Ryan","ATL",9,28,1,10,1,0,0,64,0.442026257514954,3.90429893968394,67.1630680561066,61,61,"Good Play","Completion","20yd to 30yd"
"8658","T.Lawrence","JAX",9,1,1,10,1,0,0,11,0.546261787414551,0.798592585371807,17.3093438148499,3600,1800,"Good Play","Completion","LOS to 10yd"
"8659","T.Lawrence","JAX",9,-1,3,16,1,0,0,4,0.496444940567017,2.95767517900094,11.0864460468292,3486,1686,"Good Play","Completion","Behind LOS"
"8660","T.Lawrence","JAX",9,15,1,10,0,0,0,0,0.584446668624878,-0.523236128734425,-59.5788836479187,3457,1657,"Average Play","Incompletion","10yd to 20yd"
"8661","T.Lawrence","JAX",9,4,2,10,1,0,0,6,0.566531538963318,-0.104284275090322,22.4521458148956,3452,1652,"Average Play","Completion","LOS to 10yd"
"8662","T.Lawrence","JAX",9,2,4,2,1,0,0,23,0.504322528839111,3.99336723337183,27.7439773082733,3360,1560,"Good Play","Completion","LOS to 10yd"
"8663","T.Lawrence","JAX",9,3,3,11,0,0,0,0,0.613198101520538,-1.01376734044083,-74.9434471130371,3245,1445,"Bad Play","Incompletion","LOS to 10yd"
"8664","J.Allen","BUF",9,-1,1,10,0,0,0,0,0.443253219127655,-0.527816362213343,NA,3230,1430,"Average Play","Incompletion","Behind LOS"
"8665","J.Allen","BUF",9,3,2,10,1,0,0,7,0.426668971776962,0.101455291034654,19.5226073265076,3225,1425,"Average Play","Completion","LOS to 10yd"
"8666","J.Allen","BUF",9,17,1,10,0,0,0,0,0.521519660949707,-0.425343605689704,-66.0401523113251,3148,1348,"Average Play","Incompletion","10yd to 20yd"
"8667","J.Allen","BUF",9,7,2,10,0,0,0,0,0.507437765598297,-0.706629723892547,-69.958633184433,3144,1344,"Bad Play","Incompletion","LOS to 10yd"
"8668","J.Allen","BUF",9,-2,1,10,1,0,0,1,0.542288303375244,-0.496024667925667,13.8302862644196,3094,1294,"Average Play","Completion","Behind LOS"
"8669","J.Allen","BUF",9,16,2,9,1,0,0,16,0.533273875713348,2.03637356305262,61.9468152523041,3059,1259,"Good Play","Completion","10yd to 20yd"
"8670","J.Allen","BUF",9,0,2,6,1,0,0,0,0.548069179058075,-0.926901520520914,34.3598067760468,2989,1189,"Bad Play","Completion","LOS to 10yd"
"8671","J.Allen","BUF",9,5,3,6,0,0,0,0,0.529049217700958,-1.17643250728547,-53.2205760478973,2947,1147,"Bad Play","Incompletion","LOS to 10yd"
"8672","T.Lawrence","JAX",9,6,1,10,0,0,0,0,0.549093663692474,-0.57682684250176,-79.9368798732758,2934,1134,"Average Play","Incompletion","LOS to 10yd"
"8673","J.Allen","BUF",9,4,1,10,1,0,0,4,0.495231419801712,-0.126590053550899,22.4782109260559,2843,1043,"Average Play","Completion","LOS to 10yd"
"8674","J.Allen","BUF",9,2,2,6,1,0,0,9,0.49600550532341,0.913841808447614,19.55885887146,2806,1006,"Good Play","Completion","LOS to 10yd"
"8675","J.Allen","BUF",9,6,2,9,1,0,0,9,0.513758540153503,1.05500232242048,25.9127199649811,2734,934,"Good Play","Completion","LOS to 10yd"
"8676","J.Allen","BUF",9,13,1,10,1,0,0,14,0.547052025794983,0.906496652169153,37.2394979000092,2700,900,"Good Play","Completion","10yd to 20yd"
"8677","J.Allen","BUF",9,-2,1,10,1,0,0,1,0.596315026283264,-0.351177163189277,13.5788321495056,2676,876,"Average Play","Completion","Behind LOS"
"8678","J.Allen","BUF",9,3,2,9,1,0,0,7,0.583832919597626,0.370154738193378,42.1689510345459,2636,836,"Good Play","Completion","LOS to 10yd"
"8679","J.Allen","BUF",9,2,3,2,1,0,0,2,0.591355979442596,0.79958490410354,26.6871690750122,2591,791,"Good Play","Completion","LOS to 10yd"
"8680","J.Allen","BUF",9,7,1,25,0,0,0,0,0.570230484008789,-0.862710418645293,-77.6514172554016,2555,755,"Bad Play","Incompletion","LOS to 10yd"
"8681","T.Lawrence","JAX",9,8,1,15,1,0,0,12,0.406880021095276,0.97260721353814,22.8126049041748,2427,627,"Good Play","Completion","LOS to 10yd"
"8682","T.Lawrence","JAX",9,-1,2,3,1,0,0,-1,0.447911858558655,-0.951499771792442,13.251656293869,2393,593,"Bad Play","Completion","Behind LOS"
"8683","T.Lawrence","JAX",9,6,3,4,1,0,0,6,0.41346263885498,1.22447060723789,31.3118040561676,2354,554,"Good Play","Completion","LOS to 10yd"
"8684","T.Lawrence","JAX",9,-2,1,10,1,0,0,5,0.510320603847504,-0.686123892664909,13.0075573921204,2250,450,"Bad Play","Completion","Behind LOS"
"8685","T.Lawrence","JAX",9,5,1,15,1,0,0,5,0.468125373125076,0.239091582247056,23.4963834285736,2219,419,"Good Play","Completion","LOS to 10yd"
"8686","T.Lawrence","JAX",9,5,2,10,1,0,0,5,0.490794807672501,-0.0991884061368182,23.9798188209534,2182,382,"Average Play","Completion","LOS to 10yd"
"8687","T.Lawrence","JAX",9,12,3,5,0,0,0,0,0.494361698627472,-2.05962031319291,NA,2141,341,"Bad Play","Incompletion","10yd to 20yd"
"8688","J.Allen","BUF",9,8,2,6,1,0,0,9,0.482850164175034,0.980445216991939,32.3861658573151,2091,291,"Good Play","Completion","LOS to 10yd"
"8689","J.Allen","BUF",9,17,2,11,0,0,0,0,0.485589325428009,-0.579159557819366,-68.0094540119171,2027,227,"Average Play","Incompletion","10yd to 20yd"
"8690","J.Allen","BUF",9,20,3,11,0,0,0,0,0.458234637975693,-0.901919664349407,-43.0067747831345,2021,221,"Bad Play","Incompletion","20yd to 30yd"
"8691","T.Lawrence","JAX",9,4,1,10,1,0,0,4,0.536799311637878,-0.151882507139817,44.9952363967896,2000,200,"Average Play","Completion","LOS to 10yd"
"8692","J.Allen","BUF",9,-1,2,9,1,0,0,11,0.477020412683487,0.0871964470134117,13.4720504283905,1854,54,"Average Play","Completion","Behind LOS"
"8693","J.Allen","BUF",9,-1,1,10,0,0,0,0,0.505654215812683,-0.0945986101869494,-81.9355368614197,1832,32,"Average Play","Incompletion","Behind LOS"
"8694","J.Allen","BUF",9,10,3,1,1,0,0,13,0.46048766374588,1.2472555427812,38.4752154350281,1727,1727,"Good Play","Completion","10yd to 20yd"
"8695","J.Allen","BUF",9,0,1,10,0,0,0,0,0.518860936164856,-0.522830268600956,NA,1689,1689,"Average Play","Incompletion","LOS to 10yd"
"8696","J.Allen","BUF",9,7,2,10,1,0,0,7,0.50053471326828,0.181956847198308,44.120991230011,1686,1686,"Average Play","Completion","LOS to 10yd"
"8697","J.Allen","BUF",9,6,3,3,1,0,0,9,0.506865859031677,1.47454958735034,27.2776901721954,1637,1637,"Good Play","Completion","LOS to 10yd"
"8698","J.Allen","BUF",9,-4,1,10,1,0,0,5,0.573317468166351,0.110980272525921,12.8386974334717,1602,1602,"Average Play","Completion","Behind LOS"
"8699","J.Allen","BUF",9,6,3,3,0,0,1,0,0.564749240875244,-5.01865125913173,-73.1748521327972,1513,1513,"Big Time Mistake","Interception","LOS to 10yd"
"8700","T.Lawrence","JAX",9,3,1,10,1,0,0,9,0.633707761764526,0.608865781221539,21.8708515167236,1421,1421,"Good Play","Completion","LOS to 10yd"
"8701","T.Lawrence","JAX",9,4,2,11,1,0,0,4,0.638730764389038,0.108845861395821,23.076981306076,1296,1296,"Average Play","Completion","LOS to 10yd"
"8702","T.Lawrence","JAX",9,4,3,7,0,0,0,0,0.631236970424652,-1.22467611334287,-50.1339495182037,1253,1253,"Bad Play","Incompletion","LOS to 10yd"
"8703","J.Allen","BUF",9,22,3,22,1,0,0,22,0.388471037149429,3.20055913273245,64.3831104040146,1151,1151,"Good Play","Completion","20yd to 30yd"
"8704","J.Allen","BUF",9,18,1,20,0,0,0,0,0.468868672847748,-0.590515132062137,-66.6969060897827,1076,1076,"Average Play","Incompletion","10yd to 20yd"
"8705","J.Allen","BUF",9,6,2,20,1,0,0,8,0.443948864936829,-0.380212585441768,21.9751298427582,1070,1070,"Average Play","Completion","LOS to 10yd"
"8706","J.Allen","BUF",9,1,3,12,0,0,1,0,0.422812908887863,-4.27506558678579,-57.2456002235413,1022,1022,"Big Time Mistake","Interception","LOS to 10yd"
"8707","T.Lawrence","JAX",9,10,2,16,1,0,0,16,0.626079559326172,1.93720234301873,36.2105906009674,970,970,"Good Play","Completion","10yd to 20yd"
"8708","T.Lawrence","JAX",9,22,1,15,0,0,0,0,0.664310097694397,-0.476601403788663,-34.6215128898621,903,903,"Average Play","Incompletion","20yd to 30yd"
"8709","T.Lawrence","JAX",9,8,3,10,1,0,0,9,0.63343620300293,0.198301589349285,38.7586832046509,852,852,"Average Play","Completion","LOS to 10yd"
"8710","T.Lawrence","JAX",9,3,2,3,0,0,0,0,0.725705683231354,-0.960224507609382,-46.0408717393875,741,741,"Bad Play","Incompletion","LOS to 10yd"
"8711","T.Lawrence","JAX",9,3,3,3,0,0,0,0,0.70326566696167,-1.82528131534746,-45.1690405607224,737,737,"Bad Play","Incompletion","LOS to 10yd"
"8712","J.Allen","BUF",9,-2,1,10,1,0,0,12,0.344025045633316,0.88688311399892,12.7270102500916,725,725,"Good Play","Completion","Behind LOS"
"8713","J.Allen","BUF",9,6,1,10,1,0,0,15,0.357049554586411,0.988773577148095,24.0424454212189,701,701,"Good Play","Completion","LOS to 10yd"
"8714","J.Allen","BUF",9,2,1,10,1,0,0,3,0.407409101724625,-0.313229765743017,20.1838254928589,676,676,"Average Play","Completion","LOS to 10yd"
"8715","J.Allen","BUF",9,0,2,7,0,0,0,0,0.400428473949432,-0.824229428777471,-71.9259202480316,648,648,"Bad Play","Incompletion","LOS to 10yd"
"8716","J.Allen","BUF",9,5,3,7,1,0,0,5,0.361232817173004,-0.872817838797346,31.4231634140015,645,645,"Bad Play","Completion","LOS to 10yd"
"8717","T.Lawrence","JAX",9,17,3,2,0,0,0,0,0.74943745136261,-1.46725373063236,-54.8013687133789,513,513,"Bad Play","Incompletion","10yd to 20yd"
"8718","J.Allen","BUF",9,-2,1,10,1,0,0,-2,0.338893890380859,-0.834487454034388,12.6453995704651,497,497,"Bad Play","Completion","Behind LOS"
"8719","J.Allen","BUF",9,26,2,12,1,0,0,28,0.292472422122955,2.44025678071193,56.3924521207809,462,462,"Good Play","Completion","20yd to 30yd"
"8720","J.Allen","BUF",9,0,1,10,1,0,0,1,0.420524686574936,-0.385353391291574,26.7603695392609,423,423,"Average Play","Completion","LOS to 10yd"
"8721","J.Allen","BUF",9,5,2,9,1,0,0,7,0.410655438899994,0.392286618356593,21.3006973266602,379,379,"Good Play","Completion","LOS to 10yd"
"8722","T.Lawrence","JAX",9,8,2,10,0,0,0,0,0.806169509887695,-0.62897050724132,-69.3476676940918,197,197,"Bad Play","Incompletion","LOS to 10yd"
"8723","T.Lawrence","JAX",9,33,3,10,0,0,0,0,0.771441578865051,-1.31055240239948,-30.493837594986,191,191,"Bad Play","Incompletion","30yd to 40yd"
"8724","J.Allen","BUF",9,3,1,10,0,0,0,0,0.280968636274338,-0.266654368024319,-78.6196291446686,179,179,"Average Play","Incompletion","LOS to 10yd"
"8725","J.Allen","BUF",9,19,2,10,1,0,0,19,0.254639863967896,1.40364587050863,45.6808149814606,174,174,"Good Play","Completion","10yd to 20yd"
"8726","J.Allen","BUF",9,2,1,10,1,0,0,5,0.327149510383606,0.0534740512957796,20.065438747406,145,145,"Average Play","Completion","LOS to 10yd"
"8727","J.Allen","BUF",9,1,2,5,1,0,0,14,0.331203371286392,0.835861540108453,18.5409545898438,124,124,"Good Play","Completion","LOS to 10yd"
"8728","J.Allen","BUF",9,1,1,10,1,0,0,3,0.43103152513504,-0.0122065948089585,18.9252495765686,112,112,"Average Play","Completion","LOS to 10yd"
"8729","J.Allen","BUF",9,8,2,7,0,0,0,0,0.423303037881851,-0.406424826825969,-46.3595271110535,82,82,"Average Play","Incompletion","LOS to 10yd"
"8730","J.Allen","BUF",9,18,4,16,0,0,0,0,0.190641269087791,-2.04051822179463,-43.7238335609436,71,71,"Bad Play","Incompletion","10yd to 20yd"
"8731","J.Fields","CHI",9,3,3,5,1,0,0,3,0.403294920921326,-1.08999657724053,29.3987095355988,3529,1729,"Bad Play","Completion","LOS to 10yd"
"8732","B.Roethlisberger","PIT",9,-2,2,9,1,0,0,2,0.632952034473419,-0.682877578772604,12.9077017307281,3444,1644,"Bad Play","Completion","Behind LOS"
"8733","B.Roethlisberger","PIT",9,24,3,7,1,0,0,26,0.611293911933899,2.89110651973169,60.8123958110809,3401,1601,"Good Play","Completion","20yd to 30yd"
"8734","J.Fields","CHI",9,46,2,12,0,0,0,0,0.194004163146019,-0.712395583977923,-26.9192695617676,3222,1422,"Bad Play","Incompletion","40yd to 50yd"
"8735","J.Fields","CHI",9,6,3,12,1,0,0,6,0.183231353759766,-0.270468483213335,46.4139401912689,3215,1415,"Average Play","Completion","LOS to 10yd"
"8736","B.Roethlisberger","PIT",9,5,1,10,0,0,0,0,0.826625168323517,-0.475496593629941,-79.8565804958344,3160,1360,"Average Play","Incompletion","LOS to 10yd"
"8737","B.Roethlisberger","PIT",9,-2,2,10,1,0,0,9,0.817452430725098,0.643991626333445,17.8182125091553,3157,1357,"Good Play","Completion","Behind LOS"
"8738","B.Roethlisberger","PIT",9,5,3,13,0,0,0,0,0.797511875629425,-1.28948738216422,-56.6267967224121,2981,1181,"Bad Play","Incompletion","LOS to 10yd"
"8739","J.Fields","CHI",9,-6,2,11,0,0,1,0,0.242936745285988,-4.78237596340477,-76.8294036388397,2828,1028,"Big Time Mistake","Interception","Behind LOS"
"8740","B.Roethlisberger","PIT",9,10,2,5,1,0,0,11,0.855175137519836,0.763342586811632,43.9060091972351,2667,867,"Good Play","Completion","10yd to 20yd"
"8741","B.Roethlisberger","PIT",9,4,1,4,0,0,0,0,0.872929930686951,-0.425501642923336,-43.8747674226761,2617,817,"Average Play","Incompletion","LOS to 10yd"
"8742","B.Roethlisberger","PIT",9,4,2,4,0,0,0,0,0.866081118583679,-1.07195107301231,NA,2613,813,"Bad Play","Incompletion","LOS to 10yd"
"8743","B.Roethlisberger","PIT",9,4,3,4,1,1,0,4,0.852820694446564,2.50157838058658,57.1324795484543,2608,808,"Good Play","Touchdown","LOS to 10yd"
"8744","J.Fields","CHI",9,12,2,9,0,0,0,0,0.112099833786488,-0.71317997132428,-71.612673997879,2553,753,"Bad Play","Incompletion","10yd to 20yd"
"8745","B.Roethlisberger","PIT",9,-3,1,10,1,0,0,0,0.900371491909027,-0.519570503383875,11.8348598480225,2509,709,"Average Play","Completion","Behind LOS"
"8746","B.Roethlisberger","PIT",9,-2,3,14,1,0,0,7,0.872731864452362,-0.0396226956509054,11.0796570777893,2396,596,"Average Play","Completion","Behind LOS"
"8747","J.Fields","CHI",9,25,1,10,1,0,0,25,0.124823786318302,1.61455018515699,60.8510732650757,2352,552,"Good Play","Completion","20yd to 30yd"
"8748","J.Fields","CHI",9,33,3,23,0,0,0,0,0.103623703122139,-1.12672187725548,-26.4150708913803,2216,416,"Bad Play","Incompletion","30yd to 40yd"
